Wall time,Step,Value
1623090816.894043,0,0.06703329086303711
1623090816.97517,1,0.10233353078365326
1623090817.027006,2,0.0876932218670845
1623090817.079628,3,0.09371284395456314
1623090817.131225,4,0.10240785032510757
1623090817.182243,5,0.0953477993607521
1623090817.234255,6,0.09505053609609604
1623090817.285449,7,0.10054994374513626
1623090817.337731,8,0.10240785032510757
1623090817.389004,9,0.10240785032510757
1623090817.440623,10,0.09921224415302277
1623090817.492202,11,0.10062425583600998
1623090817.544566,12,0.10240785032510757
1623090817.596586,13,0.10233353078365326
1623090817.648251,14,0.10054994374513626
1623090817.700005,15,0.10240785032510757
1623090817.750712,16,0.10240785032510757
1623090817.801958,17,0.09921224415302277
1623090817.853906,18,0.10240785032510757
1623090817.906636,19,0.10240785032510757
1623090817.958326,20,0.10062425583600998
1623090818.009549,21,0.10240785032510757
1623090818.060944,22,0.10240785032510757
1623090818.112587,23,0.10240785032510757
1623090818.164647,24,0.10240785032510757
1623090818.216394,25,0.10240785032510757
1623090818.268643,26,0.10240785032510757
1623090818.319759,27,0.10240785032510757
1623090818.372236,28,0.10240785032510757
1623090818.42407,29,0.10240785032510757
1623090818.477047,30,0.10240785032510757
1623090818.529275,31,0.10240785032510757
1623090818.582092,32,0.10240785032510757
1623090818.635653,33,0.10240785032510757
1623090818.688904,34,0.10240785032510757
1623090818.741639,35,0.10240785032510757
1623090818.794809,36,0.10240785032510757
1623090818.848277,37,0.10240785032510757
1623090818.901117,38,0.10240785032510757
1623090818.954174,39,0.10240785032510757
1623090819.006905,40,0.10240785032510757
1623090819.059368,41,0.10240785032510757
1623090819.11186,42,0.10240785032510757
1623090819.164136,43,0.10240785032510757
1623090819.21759,44,0.10233353078365326
1623090819.270352,45,0.10240785032510757
1623090819.322671,46,0.10107015818357468
1623090819.376175,47,0.10240785032510757
1623090819.429681,48,0.10054994374513626
1623090819.482346,49,0.10240785032510757
1623090819.53654,50,0.09921224415302277
1623090819.589311,51,0.10062425583600998
1623090819.642371,52,0.08754459023475647
1623090819.694719,53,0.10054994374513626
1623090819.7478,54,0.10738703608512878
1623090819.828252,55,0.12299346178770065
1623090819.881551,56,0.07565398514270782
1623090819.934351,57,0.052541617304086685
1623090819.987655,58,0.11496730148792267
1623090820.041262,59,0.11474435031414032
1623090820.117509,60,0.12485136836767197
1623090820.194423,61,0.15271997451782227
1623090820.246754,62,0.12225029617547989
1623090820.299548,63,0.07394471019506454
