Wall time,Step,Value
1623400099.176425,3,0.8144762516021729
1623400099.654385,5,0.8151016235351562
1623400099.882608,6,0.8148992657661438
1623400100.341867,8,0.8145865797996521
1623400100.94578,10,0.8148992657661438
1623400101.169542,11,0.8150464296340942
1623400101.408809,12,0.8151568174362183
1623400101.637721,13,0.8151016235351562
1623400101.863975,14,0.8151383996009827
1623400102.085811,15,0.8151016235351562
1623400102.312738,16,0.8151383996009827
1623400102.543852,17,0.8151200413703918
1623400102.791544,18,0.8153591752052307
1623400103.016709,19,0.8153039813041687
1623400103.251601,20,0.8153223395347595
1623400103.747871,22,0.8156166672706604
1623400104.211885,24,0.8157454133033752
1623400104.450757,25,0.8160765171051025
1623400105.638861,30,0.8163340091705322
1623400105.874217,31,0.8164443969726562
1623400106.120062,32,0.8166099786758423
1623400106.36583,33,0.8167387247085571
1623400106.595967,34,0.816867470741272
1623400107.065399,36,0.8168858885765076
1623400107.789963,39,0.8172353506088257
1623400108.021309,40,0.8171249628067017
1623400108.495034,42,0.8173089027404785
1623400108.733409,43,0.8174192905426025
1623400108.966904,44,0.8173640966415405
1623400109.207739,45,0.8175296783447266
1623400109.689162,47,0.8176952004432678
1623400110.155553,49,0.8177688121795654
1623400110.389628,50,0.8177688121795654
1623400111.078172,53,0.817676842212677
1623400111.314999,54,0.8178239464759827
1623400111.549121,55,0.8178975582122803
1623400111.788803,56,0.8179895281791687
1623400112.02321,57,0.8181182742118835
1623400112.738231,60,0.8183574080467224
1623400112.979745,61,0.8185045719146729
1623400113.443282,63,0.8185597062110901
1623400113.675824,64,0.8186149001121521
1623400113.914497,65,0.8186885118484497
1623400114.158105,66,0.8188724517822266
1623400114.398457,67,0.8189276456832886
1623400114.639533,68,0.8189827799797058
1623400114.870755,69,0.8191667199134827
1623400115.331374,71,0.8192219138145447
1623400115.562388,72,0.8193323016166687
1623400115.805999,73,0.8194242715835571
1623400116.05648,74,0.819553017616272
1623400116.534775,76,0.8196265697479248
1623400117.010244,78,0.8198105692863464
1623400117.254275,79,0.8198473453521729
1623400117.757181,81,0.8200496435165405
1623400117.990293,82,0.820141613483429
1623400118.626844,84,0.820362389087677
1623400118.867837,85,0.8205279111862183
1623400119.097175,86,0.8203991651535034
1623400119.334354,87,0.8207302689552307
1623400119.563216,88,0.8206750750541687
1623400119.802917,89,0.820785403251648
1623400120.282809,91,0.8209325671195984
1623400120.524025,92,0.8210245370864868
1623400120.749599,93,0.8209142088890076
1623400120.995951,94,0.8211165070533752
1623400122.18504,99,0.8213188648223877
1623400122.415465,100,0.8214292526245117
1623400122.908411,102,0.821539580821991
1623400123.372285,104,0.8214476108551025
1623400123.629099,105,0.8215763568878174
1623400123.860234,106,0.8214660286903381
1623400124.568076,109,0.8217787146568298
1623400125.490375,113,0.8218706846237183
1623400126.24281,116,0.8220730423927307
1623400126.72079,118,0.822348952293396
1623400126.961699,119,0.8226064443588257
1623400127.208463,120,0.8226432204246521
1623400128.145438,124,0.8230662941932678
1623400128.371899,125,0.8230662941932678
1623400128.612074,126,0.8231214880943298
1623400128.853081,127,0.8233422040939331
1623400129.310735,129,0.8232318758964539
1623400129.554696,130,0.8233973979949951
1623400130.259903,133,0.8234525918960571
1623400130.978485,136,0.8235629796981812
1623400131.22601,137,0.8237652778625488
1623400131.684929,139,0.8237285017967224
1623400132.136779,141,0.823746919631958
1623400132.372935,142,0.8238020539283752
1623400132.609226,143,0.8238388895988464
1623400132.853243,144,0.8240411877632141
1623400133.072336,145,0.8239308595657349
1623400133.318038,146,0.8242619037628174
1623400133.795346,148,0.8244826793670654
1623400134.041217,149,0.8245930075645447
1623400134.288217,150,0.8247218132019043
1623400134.526145,151,0.8248137831687927
1623400134.977117,153,0.8249608874320984
1623400135.210008,154,0.8251080513000488
1623400135.457183,155,0.8253287672996521
1623400135.914587,157,0.8252000212669373
1623400136.1561,158,0.8252184391021729
1623400136.561367,159,0.8251264691352844
1623400137.021338,161,0.8252184391021729
1623400137.246806,162,0.8253104090690613
1623400137.685479,164,0.8253287672996521
1623400137.909428,165,0.8252552151679993
1623400138.390525,167,0.8254391551017761
1623400138.628015,168,0.8254943490028381
1623400138.854916,169,0.8254575729370117
1623400139.305261,171,0.8254023790359497
1623400140.23994,175,0.8256047368049622
1623400140.499903,176,0.8257702589035034
1623400140.732545,177,0.8256598711013794
1623400140.961475,178,0.8255863189697266
1623400141.406547,180,0.825567901134491
1623400141.6289,181,0.8255311250686646
1623400142.08516,183,0.8257702589035034
1623400142.534533,185,0.8257150650024414
1623400142.76086,186,0.825733482837677
1623400143.011312,187,0.8258254528045654
1623400143.255327,188,0.8259174227714539
1623400143.696981,190,0.8258622288703918
1623400143.91948,191,0.8258254528045654
1623400145.53374,198,0.826322078704834
1623400146.427474,202,0.8261565566062927
1623400147.1077,205,0.8262301087379456
1623400147.338193,206,0.8261749148368835
1623400147.561123,207,0.8261933326721191
1623400147.788136,208,0.8263036608695984
1623400148.745077,212,0.8265244364738464
1623400148.990768,213,0.8267267346382141
1623400149.210434,214,0.8266164064407349
1623400149.44505,215,0.8267635703086853
1623400150.12468,218,0.8268555402755737
1623400150.36958,219,0.8269842863082886
